"";"cena";"waluta";"Oferta.od";"Kategoria";"Marka.pojazdu";"Model.pojazdu";"Generacja";"Rok.produkcji";"Przebieg";"Pojemnoœæ.skokowa";"Rodzaj.paliwa";"Moc";"Skrzynia.biegów";"Napêd";"Typ";"Liczba.drzwi";"Liczba.miejsc";"Kolor";"Metalik";"Faktura.VAT";"Kraj.pochodzenia";"Pierwszy.w³aœciciel";"Serwisowany.w.ASO";"Stan";"VIN";"Wersja";"Emisja.CO2";"VAT.mar¿a";"Mo¿liwoœæ.finansowania";"Bezwypadkowy";"Okres.gwarancji.producenta";"lub.do..przebieg.km.";"Pierwsza.rejestracja";"Zarejestrowany.w.Polsce";"Per³owy";"Numer.rejestracyjny.pojazdu";"Leasing";"Gwarancja.dealerska..w.cenie.";"Tuning";"Filtr.cz¹stek.sta³ych";"Uszkodzony";"Miesiêczna.rata";"Akryl..niemetalizowany.";"Homologacja.ciê¿arowa";"Kierownica.po.prawej..Anglik.";"Op³ata.pocz¹tkowa";"Liczba.pozosta³ych.rat";"Wartoœæ.wykupu";"Var.26";"Var.27";"Var.28";"Var.29";"Var.30";"Var.31";"Var.32";"Var.33";"Var.25";"Var.34";"Var.35";"Matowy";"Zarejestrowany.jako.zabytek";"Warranty.if.agreed.with.the.buyer"
"1208";45900;"";"Firmy";"Osobowe";"Kia";"Ceed";NA;2017;"88 120 km";"1 368 cm3";"Benzyna";"100 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Srebrny";NA;"Tak";"Polska";"Tak";NA;NA;"Wyœwietl VIN";NA;NA;NA;"Tak";NA;NA;NA;"28/08/2017";"Tak";NA;"WX95631";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1209";50000;"";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"III (2018-)";2018;"53 400 km";"1 598 cm3";"Diesel";"115 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Szary";NA;"Tak";"Polska";NA;NA;NA;"Wyœwietl VIN";"1.6 CRDi";"101 g/km";NA;NA;NA;"03/02/2026";"150 000 km";"16/01/2019";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1210";14500;"";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"I (2006-2012)";2011;"235 000 km";"1 582 cm3";"Diesel";"116 KM";"Manualna";NA;"Kompakt";5;5;"Be¿owy";"Tak";NA;"Polska";NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;NA;NA;NA;NA;NA;"15/11/2012";"Tak";NA;"PO9V875";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1211";43399;"";"Firmy";"Osobowe";"Kia";"Ceed";"II (2012-)";2017;"135 064 km";"1 582 cm3";"Diesel";"136 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Srebrny";"Tak";"Tak";"Polska";NA;NA;NA;"Wyœwietl VIN";NA;NA;NA;"Tak";NA;NA;NA;"30/10/2017";"Tak";NA;"PO9EC43";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1212";78799;"";"Firmy";"Osobowe";"Kia";"Optima";NA;2016;"134 719 km";"1 685 cm3";"Diesel";"141 KM";"Automatyczna";"Na przednie ko³a";"Sedan";5;5;"Szary";"Tak";"Tak";"Polska";NA;NA;NA;"Wyœwietl VIN";"1.7 CRDI XL DCT";"116 g/km";NA;"Tak";NA;NA;NA;"25/01/2017";NA;NA;"KR2X799";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1213";19800;"";"Firmy";"Osobowe";"Kia";"Venga";NA;2010;"189 000 km";"1 396 cm3";"Diesel";"90 KM";"Manualna";"Na przednie ko³a";"Minivan";5;5;"Czarny";"Tak";NA;NA;"Tak";NA;"U¿ywane";"Wyœwietl VIN";"1.4 CRDi S";"119 g/km";"Tak";"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1214";58900;"";"Firmy";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2014;"137 800 km";"1 995 cm3";"Diesel";"183 KM";"Manualna";"4x4 (do³¹czany automatycznie)";"SUV";5;5;"Czarny";"Tak";NA;"Polska";"Tak";NA;NA;"Wyœwietl VIN";"2.0 CRDI L AWD";"154 g/km";NA;NA;NA;NA;NA;"13/11/2014";NA;NA;"WE145JK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1215";24900;"";"Firmy";"Osobowe";"Kia";"Soul";"II (2014-)";2015;"103 721 km";"1 582 cm3";"Diesel";"128 KM";"Manualna";NA;"Kompakt";5;5;"Inny kolor";NA;NA;"Francja";NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";NA;NA;NA;NA;"24/03/2015";NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1216";3500;"";"Osoby prywatnej";"Osobowe";"Kia";"Picanto";"I (2004-2010)";2004;"182 000 km";NA;"Benzyna";NA;NA;NA;"Auta ma³e";NA;NA;"Srebrny";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1217";47900;"";"Firmy";"Osobowe";"Kia";"Carens";"IV (2013-)";2016;"76 000 km";"1 591 cm3";"Benzyna";"135 KM";"Manualna";"Na przednie ko³a";"Minivan";5;7;"Srebrny";"Tak";NA;NA;NA;NA;NA;"Wyœwietl VIN";"1.6 GDI Business Line 7os EU6";"150 g/km";"Tak";"Tak";NA;NA;NA;"03/03/2016";NA;NA;"GSTXXXXX";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1218";25900;"";"Firmy";"Osobowe";"Kia";"Soul";NA;2011;"188 000 km";"1 591 cm3";"Benzyna";"140 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Srebrny";"Tak";NA;"Niemcy";NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;"149 g/km";"Tak";"Tak";NA;NA;NA;"10/02/2012";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1219";57700;"";"Firmy";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2015;"133 000 km";"1 685 cm3";"Diesel";"115 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Szary";"Tak";NA;"Niemcy";NA;NA;NA;"Wyœwietl VIN";"1.7 CRDI Business Line M 2WD";"135 g/km";"Tak";"Tak";NA;NA;NA;"29/02/2016";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1220";49900;"";"Firmy";"Osobowe";"Kia";"Ceed";"III (2018-)";2018;"69 475 km";"1 368 cm3";"Benzyna";"100 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Srebrny";"Tak";"Tak";"Polska";"Tak";NA;NA;"Wyœwietl VIN";NA;NA;NA;"Tak";NA;NA;NA;"14/05/2018";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1221";47999;"";"Firmy";"Osobowe";"Kia";"Optima";NA;2016;"130 000 km";"1 685 cm3";"Diesel";"141 KM";"Manualna";"Na przednie ko³a";"Sedan";4;5;"Czarny";"Tak";NA;"Niemcy";NA;NA;NA;"Wyœwietl VIN";"1.7 CRDI M";"121 g/km";"Tak";"Tak";NA;NA;NA;NA;"Tak";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1222";82400;"";"Firmy";"Osobowe";"Kia";"Sportage";"IV (2016-)";2019;"34 000 km";"1 591 cm3";"Benzyna";"132 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Inny kolor";"Tak";"Tak";"Polska";NA;NA;NA;"Wyœwietl VIN";"1.6 GDI M 2WD";"156 g/km";NA;NA;NA;NA;"150 000 km";"09/07/2019";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1223";82900;"";"Firmy";"Osobowe";"Kia";"Sportage";"IV (2016-)";2020;"14 500 km";"1 591 cm3";"Benzyna";"132 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Czarny";"Tak";"Tak";"Polska";NA;NA;NA;"Wyœwietl VIN";"1.6 GDI M 2WD";"156 g/km";NA;"Tak";NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1224";6500;"";"Osoby prywatnej";"Osobowe";"Kia";"Picanto";"I (2004-2010)";2007;"162 000 km";"1 086 cm3";"Benzyna";"65 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;5;"Niebieski";"Tak";NA;"Niemcy";NA;NA;NA;"Wyœwietl VIN";"1.1";"118 g/km";"Tak";"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1225";38990;"";"Firmy";"Osobowe";"Kia";"Soul";"II (2014-)";2015;"149 000 km";"1 582 cm3";"Diesel";"128 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Szary";"Tak";NA;"Francja";NA;NA;NA;"Wyœwietl VIN";"1.6 CRDi L";"129 g/km";"Tak";NA;"Tak";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1226";14999;"";"Firmy";"Osobowe";"Kia";"Ceed";"I (2006-2012)";2008;"178 000 km";"1 591 cm3";"Benzyna";"122 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Czarny";"Tak";NA;NA;"Tak";"Tak";NA;"Wyœwietl VIN";"Cee'd 1.6 Optimum +";"152 g/km";"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1227";22800;"";"Osoby prywatnej";"Osobowe";"Kia";"Rio";"III (2011-)";2013;"151 433 km";"1 248 cm3";"Benzyna";"85 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Srebrny";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"1.2 S";"114 g/km";NA;NA;NA;NA;NA;"10/06/2013";NA;NA;"AAYT789";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1228";141400;"";"Firmy";"Osobowe";"Kia";"XCeed";NA;2021;"2 km";"1 580 cm3";"Hybryda";"105 KM";"Automatyczna";"Na przednie ko³a";"Kompakt";5;5;"Szary";"Tak";NA;NA;NA;NA;"Nowe";NA;"1.6 GDI DCT6 OPF Plug-in-Hybrid";"29 g/km";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1229";56400;"";"Osoby prywatnej";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2013;"115 000 km";"1 998 cm3";"Diesel";"136 KM";"Automatyczna";"4x4 (do³¹czany automatycznie)";"Kompakt";5;5;"Czarny";"Tak";NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";"ver-2-0-crdi-l-awd";NA;NA;NA;"Tak";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1230";71500;"";"Firmy";"Osobowe";"Kia";"Sportage";"IV (2016-)";2016;"59 000 km";"1 591 cm3";"Benzyna";"132 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Z³oty";"Tak";NA;"Polska";NA;NA;NA;"Wyœwietl VIN";"1.6 GDI L 2WD";"156 g/km";"Tak";"Tak";NA;"08/03/2023";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1231";15700;"";"Osoby prywatnej";"Osobowe";"Kia";"Picanto";"II (2011-)";2012;"151 000 km";"998 cm3";"Benzyna+LPG";"69 KM";"Manualna";NA;"Auta ma³e";3;5;"Bia³y";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"1.0 L";NA;NA;"Tak";"Tak";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1232";41900;"";"Firmy";"Osobowe";"Kia";"Carens";"IV (2013-)";2014;"121 837 km";"1 685 cm3";"Diesel";"115 KM";"Manualna";"Na przednie ko³a";"Minivan";5;5;"Srebrny";"Tak";"Tak";"Polska";NA;NA;NA;"Wyœwietl VIN";"1.7 CRDi M";NA;NA;"Tak";NA;NA;NA;"20/03/2015";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1233";38900;"";"Osoby prywatnej";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2012;"195 000 km";"1 685 cm3";"Diesel";"115 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Br¹zowy";"Tak";NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.7 CRDI Business Line L 2WD";"135 g/km";"Tak";NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1234";59900;"";"Firmy";"Osobowe";"Kia";"Stonic";NA;2018;"52 905 km";"1 368 cm3";"Benzyna";"100 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"¯ó³ty";"Tak";NA;"Polska";"Tak";"Tak";NA;"Wyœwietl VIN";NA;NA;"Tak";"Tak";NA;NA;NA;"13/06/2018";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1235";9999;"";"Osoby prywatnej";"Osobowe";"Kia";"Inny";NA;1999;"155 300 km";"2 500 cm3";"Benzyna+LPG";"173 KM";"Automatyczna";"Na tylne ko³a";"Sedan";4;5;"Czarny";"Tak";NA;"Polska";NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;NA;NA;NA;NA;NA;NA;"Tak";NA;"NOL21YP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1236";31000;"";"Firmy";"Osobowe";"Kia";"Optima";NA;2012;"201 443 km";"1 685 cm3";"Diesel";"136 KM";"Manualna";"Na przednie ko³a";"Sedan";4;5;"Czarny";"Tak";NA;"Francja";NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";"Tak";"Tak";NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1237";189200;"";"Firmy";"Osobowe";"Kia";"Niro";NA;2021;"5 km";NA;"Elektryczny";"204 KM";"Automatyczna";"Na przednie ko³a";"Kompakt";5;5;"Bia³y";NA;"Tak";NA;NA;NA;"Nowe";NA;"e-Niro 64kWh L";NA;NA;"Tak";"Tak";NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1238";46800;"";"Firmy";"Osobowe";"Kia";"Ceed";"II (2012-)";2018;"95 812 km";"1 368 cm3";"Benzyna";"100 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Srebrny";"Tak";"Tak";NA;NA;NA;NA;"Wyœwietl VIN";"Cee'd 1.4 Smart Plus";"138 g/km";NA;"Tak";NA;"15/02/2025";"150 000 km";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1239";39900;"";"Firmy";"Osobowe";"Kia";"Sorento";"II (2009-2015)";2010;"168 200 km";"2 199 cm3";"Diesel";"197 KM";"Automatyczna";"4x4 (do³¹czany automatycznie)";"SUV";5;5;"Czarny";"Tak";NA;NA;"Tak";NA;NA;"Wyœwietl VIN";"2.2 CRDi Freedom";"194 g/km";"Tak";"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1240";29500;"";"Osoby prywatnej";"Osobowe";"Kia";"Sorento";"II (2009-2015)";2010;"196 300 km";"2 199 cm3";"Diesel";"197 KM";"Manualna";"4x4 (do³¹czany automatycznie)";"SUV";5;5;"Srebrny";"Tak";NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"2.2 CRDi Voyage";"174 g/km";NA;NA;"Tak";NA;NA;"01/10/2010";NA;NA;"CCH1W74";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1241";48900;"";"Osoby prywatnej";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2013;"119 000 km";"1 591 cm3";"Benzyna";"135 KM";"Manualna";NA;"SUV";5;5;"Srebrny";"Tak";NA;"Polska";NA;"Tak";NA;"Wyœwietl VIN";NA;NA;"Tak";"Tak";"Tak";NA;NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1242";7500;"";"Firmy";"Osobowe";"Kia";"Picanto";"I (2004-2010)";2006;"173 000 km";"1 086 cm3";"Benzyna";"65 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;4;"Niebieski";"Tak";NA;"Niemcy";NA;"Tak";NA;"Wyœwietl VIN";"1.1 (els4)";"125 g/km";"Tak";NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1243";25999;"";"Firmy";"Osobowe";"Kia";"Picanto";"II (2011-)";2017;"88 000 km";"998 cm3";"Benzyna";"67 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;5;"Bia³y";NA;"Tak";NA;"Tak";NA;NA;"Wyœwietl VIN";"1.0 M";"105 g/km";NA;"Tak";"Tak";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1244";28500;"";"Firmy";"Osobowe";"Kia";"Rio";"III (2011-)";2015;"112 000 km";"1 248 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Bia³y";NA;NA;"Dania";NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.2 Business Line Plus";"109 g/km";"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1245";26300;"";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"II (2012-)";2012;"142 000 km";"1 582 cm3";"Diesel";"110 KM";"Automatyczna";"Na przednie ko³a";"Kompakt";5;5;"Szary";"Tak";NA;"Francja";NA;NA;"U¿ywane";"Wyœwietl VIN";"Cee'd 1.6 CRDi L";NA;NA;NA;NA;NA;NA;NA;"Tak";NA;"TKI......";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1246";89490;"";"Firmy";"Osobowe";"Kia";"Ceed";"III (2018-)";2021;"5 km";"1 482 cm3";"Benzyna";"160 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Srebrny";NA;NA;NA;NA;NA;"Nowe";NA;"1.5 T-GDI M";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1247";71490;"";"Firmy";"Osobowe";"Kia";"Stonic";NA;2020;"5 km";"1 197 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Srebrny";"Tak";"Tak";NA;NA;NA;NA;NA;"1.2 M";NA;NA;"Tak";NA;NA;"150 000 km";NA;NA;NA;NA;"Tak";"84 miesiêcy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1248";44890;"";"Firmy";"Osobowe";"Kia";"Picanto";"III (2017-)";2020;"10 km";"998 cm3";"Benzyna";"67 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;5;"Czarny";"Tak";"Tak";"Polska";NA;NA;NA;NA;"1.0 M";"107 g/km";NA;"Tak";NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1249";194300;"";"Firmy";"Osobowe";"Kia";"Stinger";NA;2020;"5 km";"1 998 cm3";"Benzyna";"245 KM";"Automatyczna";"Na tylne ko³a";"Coupe";5;5;"Szary";NA;NA;NA;NA;NA;"Nowe";NA;"2.0 T-GDI GT Line";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1250";44890;"";"Firmy";"Osobowe";"Kia";"Picanto";"III (2017-)";2020;"10 km";"998 cm3";"Benzyna";"67 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;5;"Czerwony";"Tak";"Tak";"Polska";NA;NA;NA;NA;"1.0 M";"107 g/km";NA;"Tak";NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1251";65990;"";"Firmy";"Osobowe";"Kia";"Stonic";NA;2020;"5 km";"1 248 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Czarny";"Tak";"Tak";NA;NA;NA;NA;NA;"1.2 M";NA;NA;"Tak";NA;NA;"150 000 km";NA;NA;NA;NA;"Tak";"84 miesiêcy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1252";68490;"";"Firmy";"Osobowe";"Kia";"Stonic";NA;2020;"5 km";"1 197 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Szary";"Tak";"Tak";NA;NA;NA;NA;NA;"1.2 M";NA;NA;"Tak";NA;NA;"150 000 km";NA;NA;NA;NA;"Tak";"84 miesiêcy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1253";36900;"";"Firmy";"Osobowe";"Kia";"Ceed";NA;2016;"133 600 km";"1 582 cm3";"Diesel";"110 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Bia³y";NA;"Tak";"Polska";"Tak";NA;NA;"Wyœwietl VIN";NA;NA;NA;"Tak";NA;NA;NA;"07/12/2016";"Tak";NA;"WB6958N";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1254";59990;"";"Firmy";"Osobowe";"Kia";"Rio";"IV (2017-)";2020;"10 km";"1 197 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Bia³y";"Tak";"Tak";"Polska";NA;NA;NA;NA;"1.2 L";NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1255";24444;"";"Firmy";"Osobowe";"Kia";"Rio";"III (2011-)";2011;"119 200 km";"1 248 cm3";"Benzyna";"85 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Czerwony";"Tak";NA;NA;"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1256";19900;"";"Firmy";"Osobowe";"Kia";"Ceed";"II (2012-)";2014;"94 000 km";"1 396 cm3";"Diesel";"90 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Niebieski";"Tak";"Tak";"Czechy";NA;"Tak";NA;NA;"Cee'd 1.4 CRDi S";NA;NA;NA;NA;NA;NA;"12/12/2014";NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
